sentences	audioFilename
श्री महादेवाचो एक गण चंड नावांन वळखतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0376_S-0162.wav
भौशीक वाटारांनी सिगार ओडपाक सक्त मनाय आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0345_S-0098.wav
जळू रगत शोषप करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0356_S-0384.wav
पुरो ते फाटबळ मेळना म्हण विकास जाऊंक पावना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0181_S-0308.wav
रत्नागिरी वाठारांत आंब्याची लागवण चड प्रमाणान जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0139_S-0060.wav
रामायण आनी महाभारत हें आमचें धर्म ग्रंथ.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0351_S-0258.wav
माडाची दर एक वस्त उपेगाक येता म्हण ताका कल्पवृक्ष म्हणतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0489_S-0007.wav
कारवार वच आनी नुस्तें हाड असो हट्ट उन्नतीन बापायकडेन केलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0475_S-0168.wav
जायेंच्या कळ्याचो गजरो सोबीत दिसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0057_S-0135.wav
काम करता करता केन्ना दीस सोंपलो तेंच कळ्ळें ना	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0247_S-0395.wav
राम आनी लक्ष्मण दीनबंधू जावन हांसत खेळत वनवासाक गेले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0185_S-0055.wav
देवळाच्या गर्भ कूडीक भटाशिवाय कोणाकूंच प्रवेश ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0480_S-0378.wav
उपरांत माकडान कोल्याक पोटभर खावंक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0097_S-0121.wav
पयशाची आनी दुवेंसाची पनवत सगळ्याकच लागिल्ली आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0104_S-0365.wav
रश्मिन गळ्याक घाल्लो भांगराचो हार झगझगतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0493_S-0190.wav
पौष्टीक आहार जिवाक सदांच बरो असो सल्लो दोतोर दिता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0243_S-0099.wav
भौशीक जाग्यांनी सिगार ओडप ना हो कायदो भारतभर लावपाक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0487_S-0337.wav
कोंकणी साहित्याभितर कोंकणी शब्दकोशाचेर फावो तो वावर जालो ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0491_S-0370.wav
बैंलान शींग मारून सागराक उडयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0390_S-0144.wav
म्हाका झोंपाळ्याचेर धोलपाची खूब आवड.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0098_S-0356.wav
हांव म्हज्या इश्टा वांगडा अश्टविनायकाची यात्रा करून आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0241_S-0026.wav
अठरा रूपया दिवन शामान पुस्तक विकत घेतलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0235_S-0211.wav
उपरांत माकडान कोल्याक पोटभर खावंक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0085_S-0121.wav
फोनाचेर उलोवंक म्हाका खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0484_S-0100.wav
हांगा कोणतरी भयानक जनावर आसूंक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0406_S-0316.wav
रामान आपल्याच घराक उजो पेटयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0354_S-0201.wav
रमानंदाली शोषनलिका फ्राक जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0210_S-0383.wav
राज सकाळ सावन नोकरी मेळोवपाक ऊठबस करत आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0382_S-0057.wav
वाङमया विशींचें साहित्य म्हळ्यारच वाङमयीन साहित्य.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0468_S-0158.wav
सौरभाक शिकपाक आनी खेळांमळार जायती इनांमा फावो जाल्यात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0358_S-0320.wav
आमकां सगळ्याक सकाळच्या साडेणव पयली कामार हजेरी लावपाक पडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0259_S-0398.wav
पुंडलिक नायक हांचें अच्छेव कदंबरीक साहित्य अकादेमी पुरस्कार फावो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0354_S-0174.wav
ब्राम्हण भुरग्याक मुंजीवेळार बापुय गायत्री मंत्राचो कानमंत्र दितात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0473_S-0283.wav
अकस्मात पावसाचो व्हड वझरो आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0311_S-0192.wav
घडयाळाचेंर पाच वरां जाल्ली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0396_S-0147.wav
सकाळचें आनी सांजेचे चलप आरोग्या खातीर एकदम बरें आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0386_S-0357.wav
तुबक जोखीत तो मनीसुय हरणा फाटल्यान धांवूक लागलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0408_S-0399.wav
आवयबापूय सदांच अभ्यासाची परवड घेवन भुरग्यावांगडा बसतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0371_S-0366.wav
मुक्ता सगळ्यांची ईर्षा करता म्हूण ताका कोण लागीं करिनात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0139_S-0037.wav
परिक्षेच्या दिसांनी भुरग्यांनी अभ्यास करुंक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0311_S-0052.wav
आयज फांतोडेर सावन पावस रकता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0476_S-0092.wav
कुंडय हांगा गोंयची सगळ्यात व्हडली उद्देगीक वसाहत आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0146_S-0218.wav
मक्याच्या कणसांनी फुलिल्लें शेत सोबीत दिसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0335_S-0005.wav
वाङमय साहित्य रचना लोंजायनस चे आदी जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0347_S-0156.wav
आयच्या संवसारान शिक्षण हे एक हत्यार ठरता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0188_S-0418.wav
अकबर राजा युध्दाच्या वेशान रूबाबदार दिसतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0473_S-0313.wav
ज्योति सणां परबांक पारंपारीक आरत्यो गायता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0370_S-0035.wav
कोंग्रेस पक्ष सदांच भ्रश्टाचार करता अशें लोक मानतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0175_S-0422.wav
शेवटाक आवयबापायन पूर्वाक माफ केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0200_S-0304.wav
सुमति अपंग जावन लेगीत ताणें आपल्या हुशारकायेन आपले आनी गांवचें नांव वयर काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0186_S-0036.wav
भुरग्यांक बरें कितें तेंच शिकय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0370_S-0086.wav
सकाळची पयली च्या बलकांवात रावन पिवपाची मजाच वेगळी आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0058_S-0307.wav
देवळाच्या गर्भ कूडीक भटाशिवाय कोणाकूंच प्रवेश ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0064_S-0378.wav
सीतेचो सांबाळ करपाचें उतर लक्ष्मणान रामाक दिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0350_S-0245.wav
ऐश्वर्या राय सगळ्यात सुंदर दिसता .	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0246_S-0080.wav
रमानंदाली शोषनलिका फ्राक जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0187_S-0383.wav
सगळें सोपलें शेष उल्लां जाल्यार फकत यादी.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0369_S-0388.wav
रमानंदाली शोषनलिका फ्राक जाल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0477_S-0383.wav
पोलिसांनी चोरासकट चोरिल्लो ऐवज म्हाल सोदलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0482_S-0079.wav
निराकार विद्दालयाचें वार्षिक स्नेहसंमेलन व्हडा उमेदिन मनयलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0387_S-0401.wav
अंधविश्वास भारतातल्यान नाच जावपाक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0117_S-0272.wav
गोरवांचो एक पंगड धावत म्हज्या सामकार येतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0347_S-0222.wav
त्या गांवात एक शेत आसलें. त्या शेतांत एक सुकणें आपल्या पिलांवांगडा घोंटेर बांदून  रावतालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0489_S-0248.wav
गोंयान क्रिसमस परबेक क्रिस्तांव भाव सोरपातेल रूचकर करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0007_S-0360.wav
